nombre,departamento,municipio,tipo,anio,fecha,calidad,fuente,dataset_id,fecha_extraccion
"La Reliquia","Meta","Villavicencio","Centro Musical Batuta","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Compartir","Cundinamarca","Soacha","Centro Musical Batuta","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Batuta Villa Del Rosario Se","Norte De Santander","Villa Del Rosario","Centro Musical Batuta","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Ciudad De Ibague","Tolima","Ibague","Centro Musical Batuta","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Ciudad De La Esperanza","Guaviare","San Jose Del Guaviare","Centro Musical Batuta","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Ie Sede 20 De Julio","Guaviare","San Jose Del Guaviare","Centro Musical Batuta","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Jose Eusebio Caro","Cauca","Popayan","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Nuevo Amanecer","Magdalena","Santa Marta","Centro Musical Batuta","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Orquesta Filarmonica De Bogota","Bogota, D. C.","Bogota, D.C.","Agente musical","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Coleccion Alfonso Vina Calderon Museo De Instrumentos Universidad De Ibague","Tolima","Ibague","Museo","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Museo Observatorio Interactivo De La Musica Moim Fusader","Santander","Bucaramanga","Museo","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Casa Museo Musical Del Quindio","Quindio","Armenia","Museo","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Casa Museo Mundo Sonoro Instrumentos Musicales De Colombia Y El Mundo","Tolima","Ibague","Museo","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Parque De La Musica Jorge Villamil Cordoves","Huila","Neiva","Escenario - Lep","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Concierto Uma Kiwe","Cauca","Santander De Quilichao","Concierto","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Festival Estrellas Del Caribe #Salvemoselmar","Bolivar","Cartagena De Indias","Festival","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Concierto De Adoracion Publica","Valle Del Cauca","Buenaventura","Concierto","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Festival Francisco El Hombre","La Guajira","Riohacha","Festival","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Noveno Festival Del Orgullo Divers Lgbtiq+","Norte De Santander","San Jose De Cucuta","Festival","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Espacio El Escalon De Los Artistas","Norte De Santander","San Jose De Cucuta","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Sala De Conciertos Y Auditorio Madison","Atlantico","Barranquilla","Concierto","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Sala De Conciertos Biblioteca Luis Angel Arango","Bogota, D. C.","Bogota, D.C.","Concierto","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Fundacion Musical Y Escuela Danza La Sabrosasa","Cesar","Valledupar","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Festival De Juventudes","Antioquia","Medellin","Festival","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Sala Casa Estudio Puequenos Artistas","Antioquia","Medellin","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Festival Artistico Comuna 13 ""Pantalla De Agua""","Antioquia","Medellin","Festival","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Cholo Valderrama Y Orquesta Sinfonica De Bogota","Meta","Villavicencio","Agente musical","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Evento Musical Juvenil","Antioquia","Medellin","Escenario - Lep","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Festival Artistico Comuna 13 ""San Javier Resuena""","Antioquia","Medellin","Festival","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Festival De La Cancion Inedita De Balsamo","Magdalena","Concordia","Festival","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Sala Cultural Musica Y Region","Quindio","Armenia","Escenario - Lep","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Latino Power Sala De Conciertos","Bogota, D. C.","Bogota, D.C.","Concierto","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Municipal - Musica Viva","Santander","Bucaramanga","Escenario - Lep","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Sabrosura El Musical","Bolivar","Cartagena De Indias","Escenario - Lep","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Agrupacion Escenica Guadajira","Huila","Rivera","Agente musical","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Circulo Colombiano De Artistas","Bogota, D. C.","Bogota, D.C.","Agente musical","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Corporacion Casa Estudio Pequenos Artistas","Antioquia","Medellin","Agente musical","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"9 Festival De Arte Y Cultura De Suba","Bogota, D. C.","Bogota, D.C.","Festival","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Concierto 20 De Abril - Coliseo Los Fundadores","Valle Del Cauca","Florida","Concierto","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"La Calle Que Habla Del Territorio De Los Artistas","Norte De Santander","San Jose De Cucuta","Agente musical","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Angel Jorge Montoya Luna","Antioquia","Amalfi","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Vidal Rebolledo Salgado (Emvrs)","Antioquia","Arboletes","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Y Arte - Manuel Antonio Angel Tabares","Antioquia","Barbosa","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Banda Escuela De Musica Instituto De Cultura Del Carmen De Viboral","Antioquia","El Carmen De Viboral","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Ebejico (Emuebe)","Antioquia","Ebejico","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Corporacion Escuela De Musica Jardin","Antioquia","Jardin","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica La Union Antioquia","Antioquia","La Union","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Rafael Maria Agudelo Rojas (Maceo)","Antioquia","Maceo","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Carlos Vieco Ortiz","Antioquia","Narino","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Puerto Nare (Esmupuna)","Antioquia","Puerto Nare","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica San Francisco","Antioquia","San Francisco","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Noraldo Canas Tapias","Antioquia","San Jose De La Montana","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Santo Domingo Antioquia (Emsda)","Antioquia","Santo Domingo","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Municipal De Musica Antonio Maria Llanos De Baranoa (Emanba)","Atlantico","Baranoa","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Luruaco","Atlantico","Luruaco","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Artistica Y Cultural","Bolivar","Cantagallo","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Del Municipio De Guateque","Boyaca","Guateque","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Municipal De Artes Del Municipio De San Pablo De Borbur","Boyaca","San Pablo De Borbur","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Luis Martin Mancipe De Santarosa De Viterbo","Boyaca","Santa Rosa De Viterbo","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Musical El Roble Del Municipio De Susacon (Efomusa)","Boyaca","Susacon","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela German Salinas Carvajal","Boyaca","Sutamarchan","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Banda De Musica De La Institucion Educativa Roberto Pelaez (Coropela)","Caldas","Aguadas","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Musical ""El Ultimo Andaki""","Caqueta","Belen De Los Andaquies","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Musical De Valparaiso","Caqueta","Valparaiso","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Artistica Y Musical Andres Marcelino Guerrero","Cesar","Manaure Balcon Del Cesar","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Instituto De Musica, Recreacion, Arte, Turismo Y Deporte Del Municipio De San Diego Cesar","Cesar","San Diego","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"""Mi Nota Musical""","Cordoba","Canalete","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Municipal De Musica Del Municipio De Momil Cordoba","Cordoba","Momil","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Musical De Cajica (Efmc)","Cundinamarca","Cajica","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Nemocon","Cundinamarca","Nemocon","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion En Musica Y Coro Ricaurte Cundinamarca (Esfocori)","Cundinamarca","Ricaurte","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Musical","Cundinamarca","Supata","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion, Artistica Y Cultural De Zipaquira (Efacz)","Cundinamarca","Zipaquira","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Fundacion Artnova","Huila","Neiva","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Francisco Pacho Rada","Magdalena","Plato","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Fundacion Musical Arpegios J.S (Fundarpegios)","Meta","Acacias","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Y Artes Corbandas Meta","Meta","Acacias","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Manuel Antonio Blanco Romero (M.A.B.R)","Meta","Acacias","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Supertonica (Ems)","Narino","Pasto","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Ecovocal Formacion Vocal","Narino","Pasto","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Fundacion Sinfoorff (Sinfoorff)","Norte De Santander","San Jose De Cucuta","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"La Filarmonica","Norte De Santander","San Jose De Cucuta","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Instituto Salesiano San Juan Bosco","Norte De Santander","San Jose De Cucuta","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Centro Orquestal Simon Bolivar","Norte De Santander","San Jose De Cucuta","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Artistica Del Municipio Salazar De Las Palmas (Salazar )","Norte De Santander","Salazar","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Municipal De Cordoba Quindio (Emcq)","Quindio","Cordoba","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica - Banda Sinfonica","Quindio","Pijao","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuelas De Formacion Artistica Y Cultural (Efac)","Santander","Barrancabermeja","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Mario Cesar Moreno Rangel","Santander","Vetas","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Municipal De Musica De Vientos Casa De La Cultura ""Isidora Diaz De Acevedo"" De Zapatoca","Santander","Zapatoca","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Artistica Garzon Y Collazos De San Sebastian De Mariquita (Efagcssm)","Tolima","San Sebastian De Mariquita","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Artistica Y Musical Planadas-Tolima (Efam-Pt)","Tolima","Planadas","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Jose Joaquin Muriel Duque (Jj Muriel)","Valle Del Cauca","Bolivar","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Pedro Antonio Ipuja El Morrocoy Encantado En El Municipio De Puerto Carreno","Vichada","Puerto Carreno","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica La Merced","Antioquia","Caicedo","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Del Municipio De Entrerrios (Emme)","Antioquia","Entrerrios","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Enrique Bejarano (Eeb)","Antioquia","Necocli","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Yali (Yali )","Antioquia","Yali","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Programa De Formacion Tecnico Musical Salesiano Leon Xiii","Bogota, D. C.","Bogota, D.C.","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Tocanto Practicas Musicales","Bogota, D. C.","Bogota, D.C.","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Musical Parroquial Alejandro Medina (Emupam)","Bogota, D. C.","Bogota, D.C.","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Agrupacion Musical Catufa (Catufa)","Bogota, D. C.","Bogota, D.C.","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Kadennza Escuela Artistica","Bogota, D. C.","Bogota, D.C.","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Academia Vallenata Fuzion Zuniga (Fuzion)","Bogota, D. C.","Bogota, D.C.","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Integral De Formacion Artistica-Eifa","Bogota, D. C.","Bogota, D.C.","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Academia Virtual De Artes (Avartes)","Bogota, D. C.","Bogota, D.C.","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Fundacion Artistica Gentil Montana ( Fundargem)","Bogota, D. C.","Bogota, D.C.","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Corpoalegria","Bogota, D. C.","Bogota, D.C.","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Corporacion Internacional Para El Desarrollo Educativo (Cide)","Bogota, D. C.","Bogota, D.C.","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Fundacion Artistica Alhambra (F.A.A.)","Bogota, D. C.","Bogota, D.C.","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Fundacion Escuela De Musica De Colombia (Fundaesmuc)","Bogota, D. C.","Bogota, D.C.","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Club Del Musico (Cdm )","Bogota, D. C.","Bogota, D.C.","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Mi Sitio Musical (Msm)","Bogota, D. C.","Bogota, D.C.","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Armonia Siete (A7)","Bogota, D. C.","Bogota, D.C.","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Centro Salesiano De Formacion Artistica - Cesfa","Bogota, D. C.","Bogota, D.C.","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Academia Musical Baqueta","Bogota, D. C.","Bogota, D.C.","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Fundacion Musical Bacata - Liberty Marching Band","Bogota, D. C.","Bogota, D.C.","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Academia De Artes Ludbrook","Bogota, D. C.","Bogota, D.C.","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Jorge Camargo Espolidore","Boyaca","Sogamoso","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Centro Cultural Santa Isabel (Cencusai)","Boyaca","Sogamoso","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Del Municipio De Tunungua","Boyaca","Tunungua","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Raul Sanchez Nino","Boyaca","Tuta","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Municipal De Manzanares (Em)","Caldas","Manzanares","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Banda Estudiantil Corregimiento De San Lorenzo - Riosucio, Caldas","Caldas","Riosucio","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Municipal De Musica De Piendamo (Emp)","Cauca","Piendamo - Tunia","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Fundacion Cultural Escuela De Musica Hipolito Campo Bautista De Tunia Cauca","Cauca","Piendamo - Tunia","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Taller Integral De Musicas Caucanas Y Colombianas (Timcca)","Cauca","Santander De Quilichao","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Municipal De Formacion Artistica Y Musical Leonardo Gomez Jr","Cesar","Valledupar","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Academia De Artes Armonia","Cesar","Valledupar","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Banda Municipal Infantil Y Juvenil De Aguachica","Cesar","Aguachica","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Pueblo Nuevo","Cordoba","Pueblo Nuevo","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Musical De Choconta","Cundinamarca","Choconta","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Municipal De Artes Del Municipio De Guasca","Cundinamarca","Guasca","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Musical De Mosquera","Cundinamarca","Mosquera","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Banda Municipal ""San Emigdio""","Huila","Elias","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Municipal De Musica Luis Maria Rico Rodriguez (Emmlmrr)","Meta","Puerto Gaitan","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Banda Sinfonica Escuela Colombia (Bsec)","Narino","Gualmatan","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Banda Sinfonica Mariscal Sucre","Narino","Ipiales","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Corporacion Escuela Para La Formacion Musical De Santuario Risaralda (Cormusa)","Risaralda","Santuario","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Jose B Mujica","Santander","Charta","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Balbino Garcia (Bbg)","Santander","Piedecuesta","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Alejandro Villalobos (Emav)","Santander","Piedecuesta","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Musical Del Instituto De Cultura Y Turismo De San Gil.","Santander","San Gil","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Alcaldia Municipal","Tolima","Dolores","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Musical Comfiar","Arauca","Arauca","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Taraira","Vaupes","Taraira","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Corporacion Artistica Educativa Y Cultural Atalanta (Atalanta)","Antioquia","Bello","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Del Municipio De Bello (Emb)","Antioquia","Bello","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Red De Escuelas De Musica De Envigado","Antioquia","Envigado","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Guatape (Emg)","Antioquia","Guatape","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Del Municipio De Rionegro (Rionegro)","Antioquia","Rionegro","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Salvardor Pasos (Segovia)","Antioquia","Segovia","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"La Escuela De Musica Ponedera Avanza En El Arte Musical /Instituto Municipal De Deportes Yrecreacion","Atlantico","Ponedera","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Musical Rafael Mendoza Araujo","Atlantico","Repelon","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Integracion Cultural Dionisio Escorcia Marquez","Atlantico","Usiacuri","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Municipal De Musica Gumercindo Palencia Gil","Bolivar","Hatillo De Loba","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Musical","Bolivar","San Pablo","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
