nombre,departamento,municipio,tipo,anio,fecha,calidad,fuente,dataset_id,fecha_extraccion
"Clave Platino","Choco","Condoto","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Musical Santa Cecilia De El Agrado","Huila","Agrado","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Musical Vientos Juveniles De Isnos Huila.","Huila","Isnos","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Artistica Y Cultural De Palermo (Efacp)","Huila","Palermo","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Fundacion Cultural Sendero De Acordeones","La Guajira","Riohacha","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Fundacion De Artes Alfa Music (Alfa Music)","La Guajira","Riohacha","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Integral Artistica Luis Enrique Martinez (Elem)","La Guajira","Fonseca","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Luis Pitre Gomez (E.M.L.P)","La Guajira","Fonseca","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Fundacion Ser (Funser)","La Guajira","Fonseca","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Del Municipio De Concordia (Esmusco)","Magdalena","Concordia","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Banda Escuela ""Agustin Agualongo""","Narino","Guachucal","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Leonardo Ochoa Caicedo","Norte De Santander","Herran","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Lourdes","Norte De Santander","Lourdes","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Banda Escuela Bonifacio Bautista (Ictp)","Norte De Santander","Pamplona","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Amor Por Nuestro Folclor Fundacion (Amorfolclo)","Santander","Barbosa","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Municipal De Musica De Carcasi Santander","Santander","Carcasi","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Municipal De Musica De Lebrija El Valle Del Pinal","Santander","Lebrija","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Banda Sinfonica Juvenil De Sabana De Torres (Bsjst)","Santander","Sabana De Torres","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuelas De Formacion Musical Juan Ibarra (Esmusanv)","Santander","San Vicente De Chucuri","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Jose A. Morales","Santander","Socorro","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Municipal De Musica Para La Convivencia De Galeras (Emugal)","Sucre","Galeras","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Corporacion De Formacion Y Divulgacion Artistica Cultural Y Turistica Del Alto Magdalena (Canandonga","Tolima","Flandes","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Aires Del Magdalena","Tolima","Flandes","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Banda Sinfonica Alcala","Valle Del Cauca","Alcala","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica 12 De Octubre","Antioquia","Abriaqui","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Municipio De Alejandria","Antioquia","Alejandria","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Banda Escuela De Musica Curume","Antioquia","Anza","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Alberto Correa Cadavid","Antioquia","Caldas","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Copacabana (Copacabana)","Antioquia","Copacabana","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Municipal De Musica De Heliconia (Emmhe)","Antioquia","Heliconia","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Bellas Artes Luis Carlos Garcia Gomez","Antioquia","Marinilla","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica El Penol","Antioquia","Penol","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Venecia","Antioquia","Venecia","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Municipal De Musica Rafael Campo Miranda","Atlantico","Puerto Colombia","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Socrates Ortiz Ospino (Arroyohondo)","Bolivar","Arroyohondo","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica, Arte Y Danza Del Municipio De San Cristobal Remberto Villa Vizcaino","Bolivar","San Cristobal","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Musical Chiscas (Efmchiscas)","Boyaca","Chiscas","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Municipal De Musica De Jenesano","Boyaca","Jenesano","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Banda Escuela Juvenil De Muzo (B.J.M)","Boyaca","Muzo","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Municipal De Sora Fray Antonio De Fresno","Boyaca","Sora","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Corporacion Rafael Pombo","Caldas","Manizales","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Centro Orquestal Batuta Caribe","Caldas","Manizales","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Artistica Y Musical Luis Enrique Martinez","Cesar","El Copey","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica San Alberto Cesar","Cesar","San Alberto","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Del Municipio De Bojaca","Cundinamarca","Bojaca","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Municipio De Chipaque","Cundinamarca","Chipaque","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuelas De Musica De Cota","Cundinamarca","Cota","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Carlos Rojas Riveros (Emcrr)","Cundinamarca","Fosca","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Musical","Cundinamarca","Soacha","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Banda Escuela De Formacion Musical Soles De Mi Tierra De Tibirita Cundinamarca (Befmsmt)","Cundinamarca","Tibirita","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Musical En Cuerdas Y Coros","Cundinamarca","Zipacon","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Banda San Miguel","Huila","Garzon","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Artistica De Pitalito (Efap)","Huila","Pitalito","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Villa Fatima (Vifa)","Huila","Pitalito","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Artistica Del Municipio De Hatonuevo- La Guajira Leandro Diaz","La Guajira","Hatonuevo","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica San Angel (Emsa)","Magdalena","Sabanas De San Angel","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Rosalina Saenz Esterling De Mapiripan Meta","Meta","Mapiripan","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Casa De La Cultura Lejanias Meta","Meta","Lejanias","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion En Instrumentos Tradicionales","Meta","San Carlos De Guaroa","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Banda Escuela De Musica Chachagui","Narino","Chachagui","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Musical De La Casa De La Cultura Manuel Briceno Jauregui","Norte De Santander","Chinacota","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Municipio De Los Patios","Norte De Santander","Los Patios","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Puerto Santander","Norte De Santander","Puerto Santander","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Allegro Juvenil","Norte De Santander","Teorama","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Armonia Juvenil","Norte De Santander","Villa Caro","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Itinerante De Musica Voces D'Angeles - Llevando Musica Al Campo","Quindio","Armenia","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Municipal De Musica Luis Angel Ramirez","Quindio","Armenia","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Instituto Adorarte (Adorarte)","Quindio","Armenia","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Corporacion Musical Para El Arte Y La Cultura De Apia Rubo Marin Pulgarin (Comarca )","Risaralda","Apia","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Municipal De Concepcion","Santander","Concepcion","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Banda Escuela De Musica De Oiba","Santander","Oiba","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Puerto Parra (Empp)","Santander","Puerto Parra","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Municipal Guamo Tolima","Tolima","Guamo","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De La Institucion Educativa Tecnica Industrial Simon Bolivar.","Tolima","Guamo","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Musical Alberto Martinez Barbosa (Efmamb)","Tolima","Rioblanco","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De La Victoria","Valle Del Cauca","La Victoria","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Musical Sibundoy","Putumayo","Sibundoy","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Nota De Paz De Abejorral (Npa)","Antioquia","Abejorral","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica J.D.M","Antioquia","Anori","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Corporacion Escuela De Musica De Concordia (Corpomus)","Antioquia","Concordia","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Gomez Plata (Emgop)","Antioquia","Gomez Plata","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Francisco Carrillo De Albornoz (Fca)","Antioquia","La Estrella","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Santa Rosa De Osos","Antioquia","Santa Rosa De Osos","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Campo De La Cruz","Atlantico","Campo De La Cruz","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Musical 20 De Agosto (No Existente)","Atlantico","Juan De Acosta","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Artistica Agueda Pacheco Ariza","Bolivar","Arenal","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Lucho Bermudez (Emlb)","Bolivar","El Carmen De Bolivar","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Municipal De Formacion En Artes De Zambrano Bolivar","Bolivar","Zambrano","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Municipal De Musica Ecos Del Aura (Emmeda)","Boyaca","Berbeo","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Banda Sinfonica Municipal (Imdecur) Chiquinquia","Boyaca","Chiquinquira","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Chivor Boyaca","Boyaca","Chivor","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Fundacion Escala - Escuela Contemporanea De Artes","Boyaca","Duitama","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Para La Formacion Y Desarrollo De Las Artes ""Crear Tundama""","Boyaca","Duitama","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Ventaquemada","Boyaca","Ventaquemada","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Artistica Juan Jose Nunez Pena","Cesar","Astrea","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Municipal De Musica “Pablo Florez Camargo.","Cordoba","Cienaga De Oro","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Musical (Efmcogua)","Cundinamarca","Cogua","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuelas De Formacion Artistica Y Cultural Gachancipa (Efacg)","Cundinamarca","Gachancipa","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Macheta","Cundinamarca","Macheta","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Red De Musica Quipile","Cundinamarca","Quipile","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Artistica Y Cultural Acevedo (Efaca)","Huila","Acevedo","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Musical Municipal","Huila","Guadalupe","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Artes Viva Casa De La Cultura Manuel Maria Barrios","La Guajira","Urumita","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Municipal","Magdalena","El Pinon","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Cumaral","Meta","Cumaral","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Asociacion Musico Cultural De Padres De Familia Banda De Musica Eliseo Moreno De Arboledas (B.E.M","Norte De Santander","Arboledas","Concierto","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Asociacion Social Y Cultural Ciudadela Del Arte (Ciuarte)","Risaralda","Dosquebradas","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Banda Sinfonica Juvenil De Betulia (Bsjb)","Santander","Betulia","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Soarte","Santander","Floridablanca","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Maestro Luis A Calvo (Emmlacalvo)","Santander","Gambita","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Municipal De Musica De Malaga","Santander","Malaga","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Municipal De Musica De Matanza","Santander","Matanza","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Programa De Formacion Artsitica Integral Para Ninos Y Jovenes Del Municipio De Sampues (Pfainyj)","Sucre","Sampues","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Corporacion Artistica Y Cultural Scala Musical","Tolima","Ibague","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Corporacion Mi Tambora Tolimense","Tolima","Ibague","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Voces Y Sonidos Del Futuro","Tolima","Casabianca","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Artistica Y Cultural De Fresno","Tolima","Fresno","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Santa Cecilia Cartago Valle (Emsc)","Valle Del Cauca","Cartago","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica ""Indertrini""","Casanare","Trinidad","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Mauricio Poveda Tejada","Casanare","Villanueva","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Artistica Y Cultural Forjadores De La Selva (Efacfs)","Guaviare","San Jose Del Guaviare","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Jose Valencia Municipio De Nueva Caramanta","Antioquia","Caramanta","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Y Expresiones Artisticas De Cienega Boy","Boyaca","Cienega","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Banda Estudiantil Musical ""Sonidos De Paz""","Caldas","Samana","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Musicas De La Tierra (Musicas)","Cauca","Popayan","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Programa De Iniciacion Y Formacion Musical Informus (Informus)","Cauca","Popayan","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Centro De Creacion Musical Del Cauca (G2)","Cauca","Popayan","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Artistica Y Cultural Marcial Pava (Funcumapa)","Cesar","Chiriguana","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica "" Maximo Cuadro"" De Chiriguana-Cesar","Cesar","Chiriguana","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Damus Music School","Magdalena","Santa Marta","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Artistico Musical ""Jose Rozo Contreras"" (Efam)","Norte De Santander","Bochalema","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Musical","Norte De Santander","Cachira","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Tradicional Juan De Maldonado (Jm)","Norte De Santander","Pamplonita","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Del Municipio De Montenegro","Quindio","Montenegro","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De La Virginia","Risaralda","La Virginia","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Municipal De Musica De San Benito Jose Manuel Bonilla Quiroga","Santander","San Benito","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Artistica Y Cultural Del Municipio De Chameza (Casanare.)","Casanare","Chameza","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Sacama - Casanare (Emsaca)","Casanare","Sacama","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Folclorica Y Cultural De El Penon 13 De Junio","Bolivar","El Penon","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Del Municipio De Macanal","Boyaca","Macanal","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Municipal De Musica De Manaure","La Guajira","Manaure","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Musical","Meta","Castilla La Nueva","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Convencion","Norte De Santander","Convencion","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Isaac Villanueva Mendoza","Atlantico","Piojo","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Cordoba","Bolivar","Cordoba","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Del Municipio De Gamarra","Cesar","Gamarra","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Musical","Norte De Santander","Cacota","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Artisitica Del Zulia","Norte De Santander","El Zulia","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Casa De La Cultura Mandioca","Santander","El Playon","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica San Jose De Miranda","Santander","San Jose De Miranda","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Musical Demetrio Alfonso","Sucre","Morroa","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Celia Estremor","Sucre","San Onofre","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Municipal De Musica Tolima - Palenques (Emmtp)","Tolima","Santa Isabel","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Roberto Henano (San Vicent)","Antioquia","San Vicente Ferrer","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Polonuevo","Atlantico","Polonuevo","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica Y Danza Del Municipio De Panqueba (Bep)","Boyaca","Panqueba","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Musica De Belalcazar","Caldas","Belalcazar","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela De Formacion Musical Santa Rosa De Lima (Efmsrdl)","Huila","Pital","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
"Escuela Municipal De Musica Y Artes De Dibulla","La Guajira","Dibulla","Formacion","Sin dato","","80","Espacios de las Artes, las Culturas y los Saberes","te39-v28f","2026-05-09"
